text;to;from;moment
Quel est l'itinéraire entre Villefranche-de-rouergue et Issoire;Issoire;Villefranche-de-rouergue;
Ma provenance et ma destination sont Cinq-mars-la-pile et Le meux;Le meux;Cinq-mars-la-pile;
Indique moi le chemin pour Marle depuis Chemilly-sur-yonne;Marle;Chemilly-sur-yonne;
je veux partir de Blonville-sur-mer pour Aytré;Aytré;Blonville-sur-mer;
Je me rends à Jaunay-clan en partant de Livry-gargan;Jaunay-clan;Livry-gargan;
Le train Épierre Parempuyre;Parempuyre;Épierre;
Je quitte Saint-cloud pour Gambsheim;Gambsheim;Saint-cloud;
Je pars de Woincourt pour aller à Marchezais dans un moment;Marchezais;Woincourt;dans un moment
Je me rends à Tonnerre en partant de Taverny;Tonnerre;Taverny;
Quel est l'itinéraire entre Saint-julien-du-sault et Saint-etienne-du-rouvray;Saint-etienne-du-rouvray;Saint-julien-du-sault;
Je veux aller de Anglefort à Miribel demain;Miribel;Anglefort;demain
Je pars de Verneuil-sur-seine pour aller à Le cailar dans cinq heures;Le cailar;Verneuil-sur-seine;dans cinq heures
itinéraire de voyage de Saint-hilaire-les-places vers Lingolsheim;Lingolsheim;Saint-hilaire-les-places;
Je souhaiterai avoir des informations sur le train Valdahon Foëcy qui part prochainement;Foëcy;Valdahon;prochainement
Comment aller de Willer-sur-thur à Roncenay;Roncenay;Willer-sur-thur;
j'aimerais partir de Bailleul-sur-thérain pour me rendre à Verneuil-sur-avre;Verneuil-sur-avre;Bailleul-sur-thérain;
La ligne Nantouillet Chambon-feugerolles (le );Chambon-feugerolles (le );Nantouillet;
Le train Joue-les-tours Ablon-sur-seine;Ablon-sur-seine;Joue-les-tours;
Je quitte Loriol-sur-drôme pour Vermenton;Vermenton;Loriol-sur-drôme;
Je pars dimanche de Diemeringen pour aller à Tremblay-en-france;Tremblay-en-france;Diemeringen;dimanche
Je veux aller à Bertrichamps depuis Thuès-entre-valls;Bertrichamps;Thuès-entre-valls;
Emmène moi de La meilleraie-tillay à Millau;Millau;La meilleraie-tillay;
Je suis actuellement à Hendaye et j'aimerais partir à Tournon-saint-martin;Tournon-saint-martin;Hendaye;
Je pars vendredi soir de Saulieu pour aller à Torfou;Torfou;Saulieu;vendredi soir
Je veux aller de Marbache à La perche;La perche;Marbache;
itinéraire jusqu'a Gannat en partant de Saint-germain-les-belles;Gannat;Saint-germain-les-belles;
Je souhaiterai avoir des informations sur le train Gallargues-le-montueux Rueil-malmaison;Rueil-malmaison;Gallargues-le-montueux;
le départ et l'arrivée de mon voyage sont Sermaise et Drap;Drap;Sermaise;
je veux partir de Creil pour Loire-sur-rhône;Loire-sur-rhône;Creil;
arrivée Molinges et départ Torfou;Molinges;Torfou;
Je pars de Provenchères-sur-fave pour aller à Cagny dans deux heures;Cagny;Provenchères-sur-fave;dans deux heures
Je veux aller à Sarreinsming depuis Pure;Sarreinsming;Pure;
bientôt, je vais à Courçay depuis Plouharnel;Courçay;Plouharnel;bientôt
Auvers-sur-oise Marseillan;Marseillan;Auvers-sur-oise;
Quel est l'itinéraire entre Sierentz et Maroeuil;Maroeuil;Sierentz;
J'irai bien à la gare de Rambouillet depuis la gare de Juziers;Rambouillet;Juziers;
Quel trajet pour Fromental Sainte-colombe;Sainte-colombe;Fromental;
itinéraire Saint-hilaire-les-places Longueil-annel;Longueil-annel;Saint-hilaire-les-places;
Je pars de Camiers pour aller à Barenton-bugny;Barenton-bugny;Camiers;
Quel est l'itinéraire entre Lure et Ossun;Ossun;Lure;
le départ et l'arrivée de mon voyage sont Combourg et Lesparre-médoc;Lesparre-médoc;Combourg;
train Charmes Monnerville;Monnerville;Charmes;
Allons à Bauvin depuis Morhange;Bauvin;Morhange;
Je cherche un trajet de Liancourt-saint-pierre à Nimes;Nimes;Liancourt-saint-pierre;
Chaumont depuis Meaux;Chaumont;Meaux;
Quel trajet pour Chevaigné Thézy-glimont;Thézy-glimont;Chevaigné;
Je cherche un trajet de Thouaré-sur-loire à Dissay;Dissay;Thouaré-sur-loire;
jeudi matin je partirais de Bricon pour aller à Kogenheim;Kogenheim;Bricon;jeudi matin
Saint-seurin-sur-l'isle depuis Saint-pol-sur-ternoise;Saint-seurin-sur-l'isle;Saint-pol-sur-ternoise;
Comment me rendre à Milhac-d'auberoche depuis Saint-martory;Milhac-d'auberoche;Saint-martory;
Je souhaiterai avoir des informations sur le train Saint-quentin Tarbes;Tarbes;Saint-quentin;
Allons à Louvigny depuis Biars-sur-cère;Louvigny;Biars-sur-cère;
Je souhaiterai avoir des informations sur le train Ruffec Maillé qui part dans une demi-heure;Maillé;Ruffec;dans une demi-heure
Dol-de-bretagne vendredi depuis Coltainville;Dol-de-bretagne;Coltainville;vendredi
Montescourt-lizerolles depuis Saint-pierre-la-cour;Montescourt-lizerolles;Saint-pierre-la-cour;
Quel trajet pour Vernet Saint-martin-le-beau;Saint-martin-le-beau;Vernet;
Je pars de Seurre pour aller à Betton dimanche après-midi;Betton;Seurre;dimanche après-midi
Ma destination et ma provenance sont Lisle-sur-tarn et Blangy-sur-bresle;Lisle-sur-tarn;Blangy-sur-bresle;
Je cherche le train le plus rapide pour faire Saint-victurnien Barjac;Barjac;Saint-victurnien;
itinéraire Vichy Ablon-sur-seine;Ablon-sur-seine;Vichy;
Je prends le train Château-du-loir Varades;Varades;Château-du-loir;
Je partirais de Laneuveville-devant-nancy pour aller à La fresnais;La fresnais;Laneuveville-devant-nancy;
Emmène moi de Pont-du-château à Frouard;Frouard;Pont-du-château;
Je veux aller de Sucé-sur-erdre à Creteil;Creteil;Sucé-sur-erdre;
Donne moi l'itinéraire pour aller à Morcenx en partant de Saint-etienne-du-rouvray;Morcenx;Saint-etienne-du-rouvray;
Saint-hilaire-sur-helpe Dommary-baroncourt bientôt;Dommary-baroncourt;Saint-hilaire-sur-helpe;bientôt
Je suis actuellement à Romans-sur-isere et j'aimerais partir à Vieux-thann;Vieux-thann;Romans-sur-isere;
Comment aller de Saulnes à Poix-terron dans trois heures;Poix-terron;Saulnes;dans trois heures
Depuis Noyelles-sur-mer à Viroflay;Viroflay;Noyelles-sur-mer;
Donne moi l'itinéraire pour aller à Montbeliard en partant de Garnay;Montbeliard;Garnay;
je viens de Pontorson et je veux aller à Loudun;Loudun;Pontorson;
Je pars samedi de Viry-noureuil pour aller à Ors;Ors;Viry-noureuil;samedi
j'aimerais partir de Crécy-la-chapelle pour me rendre à Gresswiller;Gresswiller;Crécy-la-chapelle;
Je pars de Saleux pour aller à Airvault prochainement;Airvault;Saleux;prochainement
Le train Peschadoires Bazeilles;Bazeilles;Peschadoires;
Quel trajet pour Saint-sulpice-laurière Dangé-saint-romain;Dangé-saint-romain;Saint-sulpice-laurière;
Je prends le train Tincques Servas;Servas;Tincques;
Je cherche le train le plus rapide pour faire Le rove Bazeilles mercredi après-midi;Bazeilles;Le rove;mercredi après-midi
Comment aller à Rémelfing depuis Bidos;Rémelfing;Bidos;
Je voudrais aller de Courlandon à Le teich demain;Le teich;Courlandon;demain
train La roche-sur-foron Roche-lez-beaupré dans deux heures;Roche-lez-beaupré;La roche-sur-foron;dans deux heures
Je cherche un train Etaples Cournon-d'auvergne lundi après-midi;Cournon-d'auvergne;Etaples;lundi après-midi
Agonac mardi soir depuis Jarville-la-malgrange;Agonac;Jarville-la-malgrange;mardi soir
Comment aller de Sarreinsming à Artonges;Artonges;Sarreinsming;
Je pars de Serres pour aller à Dreuil-lès-amiens;Dreuil-lès-amiens;Serres;
ils veulent aller de Loriol-sur-drôme jusqu'à Banyuls-sur-mer;Banyuls-sur-mer;Loriol-sur-drôme;
Emmène moi de Solignac à Saint-hilaire-les-places;Saint-hilaire-les-places;Solignac;
Je prends le train Evry Tournon-saint-martin mardi matin;Tournon-saint-martin;Evry;mardi matin
je veux partir de Colomiers pour Cesson-sevigne;Cesson-sevigne;Colomiers;
je veux partir de Simiane-collongue pour Rouxmesnil-bouteilles;Rouxmesnil-bouteilles;Simiane-collongue;
trajet Hesdin Bayeux;Bayeux;Hesdin;
je vais à Neufchâteau depuis Damelevières;Neufchâteau;Damelevières;
Le train Digoin Gardanne;Gardanne;Digoin;
je viens de Langeac et je veux aller à Bonson;Bonson;Langeac;
Je pars de Poix-terron pour aller à La chartre-sur-le-loir;La chartre-sur-le-loir;Poix-terron;
Emmène moi de Surgères à Bitche;Bitche;Surgères;
Quel est l'itinéraire entre Crest et Meymac;Meymac;Crest;
Je voudrais aller de Aubevoye à Puy-en-velay (le );Puy-en-velay (le );Aubevoye;
Je souhaiterai avoir des informations sur le train Thiviers Étain;Étain;Thiviers;
Je cherche un trajet de Biarritz à Saint-cyprien;Saint-cyprien;Biarritz;
Comment aller de Gundershoffen à Bar-le-duc jeudi après-midi;Bar-le-duc;Gundershoffen;jeudi après-midi
itinéraire Laizy Rimaucourt;Rimaucourt;Laizy;
Quel trajet pour Saint-seurin-sur-l'isle Villefranche-de-rouergue;Villefranche-de-rouergue;Saint-seurin-sur-l'isle;
Je veux le trajet de Seurre à Lisle-sur-tarn;Lisle-sur-tarn;Seurre;
Je veux aller de Antibes à Revin;Revin;Antibes;
Comment aller de Lens à Sainte-genevieve-des-bois;Sainte-genevieve-des-bois;Lens;
le départ et l'arrivée de mon voyage sont Buzy-darmont et Solignac;Solignac;Buzy-darmont;
Je prends le train Marle Podensac;Podensac;Marle;
Itinéraire Évron Saint-fargeau-ponthierry;Saint-fargeau-ponthierry;Évron;
Je veux aller à Salindres depuis Bois-colombes;Salindres;Bois-colombes;
Je prends le train Nimes Le pouzin vendredi soir;Le pouzin;Nimes;vendredi soir
Je cherche un trajet de Saint-agnan à Monteux;Monteux;Saint-agnan;
Je prends le train Saint-saviol Tournus;Tournus;Saint-saviol;
Le train Mériel La haie-fouassière;La haie-fouassière;Mériel;
Je pars de Lagnieu pour aller à Vittel;Vittel;Lagnieu;
Ma destination et ma provenance sont Saint-saviol et Bessé-sur-braye;Saint-saviol;Bessé-sur-braye;
dans cinq heures je partirais de Sierentz pour aller à Villetaneuse;Villetaneuse;Sierentz;dans cinq heures
itinéraire jusqu'a Bussy-lettrée en partant de Gauriaguet;Bussy-lettrée;Gauriaguet;
La ligne Tamnay-en-bazois Le bousquet-d'orb;Le bousquet-d'orb;Tamnay-en-bazois;
Trouve un train partant de Châteauneuf-sur-charente et allant à Poussay;Poussay;Châteauneuf-sur-charente;
Je cherche un trajet de Trosly-breuil à Reignier vendredi;Reignier;Trosly-breuil;vendredi
Je cherche le train le plus rapide pour faire Étriché Cognac dans deux heures;Cognac;Étriché;dans deux heures
Je pars lundi soir de Mamirolle pour aller à Montmélian;Montmélian;Mamirolle;lundi soir
Lamagistère Saint-pierre-d'albigny;Saint-pierre-d'albigny;Lamagistère;
Comment aller de Baisieux à Triel-sur-seine;Triel-sur-seine;Baisieux;
train La bernerie-en-retz Neuillé-pont-pierre;Neuillé-pont-pierre;La bernerie-en-retz;
Je cherche le train le plus rapide pour faire Turckheim Fontanes dimanche soir;Fontanes;Turckheim;dimanche soir
Je pars dans une demi-heure de Vivoin pour aller à Poinçon-lès-larrey;Poinçon-lès-larrey;Vivoin;dans une demi-heure
Je pars de Muille-villette pour aller à Meursault;Meursault;Muille-villette;
Comment aller de Arques à Vallenay;Vallenay;Arques;
Je cherche le train le plus rapide pour faire La jonchère-saint-maurice Saint-quentin-fallavier;Saint-quentin-fallavier;La jonchère-saint-maurice;
Je pars de Lamagistère pour aller à Sables-d'olonne (les);Sables-d'olonne (les);Lamagistère;
Je veux aller à Saint-rambert-d'albon depuis Bandol;Saint-rambert-d'albon;Bandol;
Je souhaiterai avoir des informations sur le train Ploemel Saint-paul-de-varax;Saint-paul-de-varax;Ploemel;
train Beynost La possonnière;La possonnière;Beynost;
Je cherche un train Frontignan La porcherie dans une heure;La porcherie;Frontignan;dans une heure
Je pars dans quatre heures de Morières-lès-avignon pour aller à Péronne;Péronne;Morières-lès-avignon;dans quatre heures
Comment aller de Ligny-en-barrois à Wacquemoulin samedi matin;Wacquemoulin;Ligny-en-barrois;samedi matin
Je souhaiterai avoir des informations sur le train Menars Montauban-de-bretagne;Montauban-de-bretagne;Menars;
Je prends le train Noyant-de-touraine Chemillé vendredi après-midi;Chemillé;Noyant-de-touraine;vendredi après-midi
Donne moi l'itinéraire pour aller à Livry-sur-seine en partant de Maroeuil;Livry-sur-seine;Maroeuil;
dans un moment, je vais à Aurec-sur-loire depuis Bidarray;Aurec-sur-loire;Bidarray;dans un moment
Je veux me rendre à Vannes en partant de Pornichet;Vannes;Pornichet;
train Seltz Blanzay prochainement;Blanzay;Seltz;prochainement
Montreuil-juigné Hochfelden;Hochfelden;Montreuil-juigné;
Allons à Prin-deyrançon depuis Laroquebrou;Prin-deyrançon;Laroquebrou;
J'irai bien à la gare de Cugand depuis la gare de Bourg-madame;Cugand;Bourg-madame;
Je suis actuellement à L'hôpital-du-grosbois et j’aimerais partir à Vergigny jeudi soir;Vergigny;L'hôpital-du-grosbois;jeudi soir
Quel est l'itinéraire entre Diarville et Le pouzin;Le pouzin;Diarville;
Je cherche un train Plaintel Chaux-des-crotenay dimanche soir;Chaux-des-crotenay;Plaintel;dimanche soir
Je prends le train Le teich Saint-jean-de-luz demain matin;Saint-jean-de-luz;Le teich;demain matin
arrivée Loupershouse et départ Nexon;Loupershouse;Nexon;
Je prends le train Ossun Mauzé-sur-le-mignon;Mauzé-sur-le-mignon;Ossun;
mercredi je partirais de Plouharnel pour aller à Languenan;Languenan;Plouharnel;mercredi
Je veux aller de Montmorillon à Agonac;Agonac;Montmorillon;
Je suis à La wantzenau et je veux aller à Valençay;Valençay;La wantzenau;
Je veux aller à Pommeuse depuis Isle-d'abeau (l');Pommeuse;Isle-d'abeau (l');
trajet Montbartier Achiet-le-grand;Achiet-le-grand;Montbartier;
le départ et l'arrivée de mon voyage sont Vannes et Breny;Breny;Vannes;
Teting-sur-nied Landévant;Landévant;Teting-sur-nied;
train Auboué Le cailar;Le cailar;Auboué;
Donne moi l'itinéraire pour aller à Saint-jean-de-maurienne en partant de Trignac;Saint-jean-de-maurienne;Trignac;
Je pars dans une heure de Les moutiers-en-retz pour aller à Nanterre;Nanterre;Les moutiers-en-retz;dans une heure
J'aimerais me rendre sur Belvès en partant de Issoire;Belvès;Issoire;
Je suis actuellement à Wizernes et j’aimerais partir à Longueil-annel;Longueil-annel;Wizernes;
Ma provenance et ma destination sont Baraqueville et Vertou;Vertou;Baraqueville;
Trouve le chemin pour Issou depuis Saint-hilaire-au-temple.;Issou;Saint-hilaire-au-temple;
Trouve le chemin pour Sept-saulx depuis Harfleur.;Sept-saulx;Harfleur;
Je voudrais aller de Le rove à Saint-cyprien;Saint-cyprien;Le rove;
j'aimerais partir de Salbris pour me rendre à Saint-savinien;Saint-savinien;Salbris;
Je souhaiterai avoir des informations sur le train Saint-jean-de-maurienne Saint-rabier qui part dimanche;Saint-rabier;Saint-jean-de-maurienne;dimanche
Quel trajet pour Gourdan-polignan Drulingen;Drulingen;Gourdan-polignan;
train Espira-de-l'agly Mattaincourt;Mattaincourt;Espira-de-l'agly;
Itiniréraire jusqu'a Chenevières depuis Gisors;Chenevières;Gisors;
Je me rends à Serqueux en partant de Villefranche-de-lauragais;Serqueux;Villefranche-de-lauragais;
train Enghien-les-bains Saint-herblain;Saint-herblain;Enghien-les-bains;
Comment aller de Oissel à Rethel;Rethel;Oissel;
Je voudrais aller de Pamiers à Laragne-montéglin;Laragne-montéglin;Pamiers;
Donne moi l'itinéraire pour aller à Bellac en partant de Tantonville;Bellac;Tantonville;
itinéraire Mehun-sur-yèvre Bouzonville;Bouzonville;Mehun-sur-yèvre;
arrivée Chadenet et départ Laval;Chadenet;Laval;
Je pars de Vaires-sur-marne pour aller à Breny la semaine prochaine;Breny;Vaires-sur-marne;la semaine prochaine
Je cherche le train le plus rapide pour faire Bolozon Mulhouse dimanche après-midi;Mulhouse;Bolozon;dimanche après-midi
Saint-yrieix-la-perche depuis Chasseradès;Saint-yrieix-la-perche;Chasseradès;
Je cherche un train Le quesnoy Épierre jeudi matin;Épierre;Le quesnoy;jeudi matin
Je suis actuellement à Tarascon-sur-ariège et j’aimerais partir à Chagny;Chagny;Tarascon-sur-ariège;
Je veux trouver un trajet de Pessac à Luxeuil-les-bains;Luxeuil-les-bains;Pessac;
Je cherche un trajet de Le grand-lemps à Coueron;Coueron;Le grand-lemps;
Le train Étriché Mouy;Mouy;Étriché;
Je cherche le train le plus rapide pour faire Boucau Vielmur-sur-agout dimanche après-midi;Vielmur-sur-agout;Boucau;dimanche après-midi
Je suis à Cinq-mars-la-pile et je souhaite me rendre à Étrembières;Étrembières;Cinq-mars-la-pile;
Je souhaiterai avoir des informations sur le train Buzy Bernay qui part mardi soir;Bernay;Buzy;mardi soir
Depuis Bruyères à Cambo-les-bains;Cambo-les-bains;Bruyères;
itinéraire de voyage de La perche vers Briancon;Briancon;La perche;
maintenant, je vais à Saint-denis-lès-martel depuis Naintré;Saint-denis-lès-martel;Naintré;maintenant
Je cherche un train Pont-audemer Trentels mardi;Trentels;Pont-audemer;mardi
Je prends le train Deluz Lacq;Lacq;Deluz;
de Terrasson-lailledieu à Lacelle;Lacelle;Terrasson-lailledieu;
jeudi après-midi Saint-lothain Itxassou;Itxassou;Saint-lothain;jeudi après-midi
Je partirais de Mouans-sartoux pour aller à Saint-hervé;Saint-hervé;Mouans-sartoux;
Quel est l'itinéraire entre Lons-le-saunier et Feuquières;Feuquières;Lons-le-saunier;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Sainte-colombe et gare de Ceaux-en-couhé;Ceaux-en-couhé;Sainte-colombe;
je veux partir de Meulan pour Tremblay-en-france;Tremblay-en-france;Meulan;
ils veulent aller de Vitry-la-ville jusqu'à Attin;Attin;Vitry-la-ville;
Je cherche le train le plus rapide pour faire Sillé-le-guillaume Peschadoires vendredi;Peschadoires;Sillé-le-guillaume;vendredi
train Athis-mons Saint-cyprien;Saint-cyprien;Athis-mons;
Je voudrais aller de Vaucresson à Arpajon dimanche matin;Arpajon;Vaucresson;dimanche matin
Cellule depuis Saint-georges-sur-eure;Cellule;Saint-georges-sur-eure;
Je suis actuellement à Mothern et j’aimerais partir à Le grau-du-roi;Le grau-du-roi;Mothern;
Je cherche un train Vendeuvre Lacq dimanche;Lacq;Vendeuvre;dimanche
Je cherche le train le plus rapide pour faire Hyeres Batz-sur-mer;Batz-sur-mer;Hyeres;
Ma provenance et ma destination sont Squiffiec et Villabé;Villabé;Squiffiec;
Indique moi le chemin pour Peschadoires depuis Barentin;Peschadoires;Barentin;
Depuis Saint-germain-sur-meuse à Montendre;Montendre;Saint-germain-sur-meuse;
Indique moi le chemin pour Laroquebrou depuis Milhac-d'auberoche;Laroquebrou;Milhac-d'auberoche;
Je cherche le train le plus rapide pour faire Apach Drancy;Drancy;Apach;
Depuis Bollwiller à Lingolsheim;Lingolsheim;Bollwiller;
je vais à Stains depuis Vidauban;Stains;Vidauban;
Je quitte Varen pour Morières-lès-avignon;Morières-lès-avignon;Varen;
Comment me rendre à Pontrieux depuis Aixe-sur-vienne;Pontrieux;Aixe-sur-vienne;
Itiniréraire jusqu'a Mennecy depuis Chabris;Mennecy;Chabris;
Emmène moi de Verruyes à Plougonver;Plougonver;Verruyes;
Mailly-la-ville lundi depuis Leval;Mailly-la-ville;Leval;lundi
dans quatre heures, je vais à Loreux depuis Avignonet-lauragais;Loreux;Avignonet-lauragais;dans quatre heures
Je suis actuellement à Chenonceaux et j’aimerais partir à Saint-etienne;Saint-etienne;Chenonceaux;
Ossun Santeuil;Santeuil;Ossun;
Comment aller de L'isle-sur-le-doubs à Changis-sur-marne samedi soir;Changis-sur-marne;L'isle-sur-le-doubs;samedi soir
Je suis actuellement à Marcq-en-baroeul et j'aimerais partir à Thouaré-sur-loire;Thouaré-sur-loire;Marcq-en-baroeul;
Saint-pierre-en-faucigny dans trois heures depuis Bandol;Saint-pierre-en-faucigny;Bandol;dans trois heures
Le train Bidarray Herblay;Herblay;Bidarray;
j'aimerais partir de Marolles pour me rendre à Gouaix;Gouaix;Marolles;
Quel trajet pour Épernon Estissac;Estissac;Épernon;
Je cherche le train le plus rapide pour faire Havre (le ) Maurs mardi soir;Maurs;Havre (le );mardi soir
je viens de Viry-noureuil et je veux aller à Marolles;Marolles;Viry-noureuil;
je vais à Wimille depuis Amnéville;Wimille;Amnéville;
Je cherche un train Salzuit Ay samedi matin;Ay;Salzuit;samedi matin
Je cherche un train Muhlbach-sur-munster Le thou dans un moment;Le thou;Muhlbach-sur-munster;dans un moment
Le train Buzet-sur-tarn Le coteau;Le coteau;Buzet-sur-tarn;
Je veux aller de Villenouvelle à Annecy;Annecy;Villenouvelle;
train Sain-bel Baillargues;Baillargues;Sain-bel;
Je voudrais aller de Chécy à Saint-amand-les-eaux aujourd'hui;Saint-amand-les-eaux;Chécy;aujourd'hui
Pont-d'ain Geispolsheim;Geispolsheim;Pont-d'ain;
L'arrivée et le départ de mon voyage sont Nexon et Harfleur;Nexon;Harfleur;
dimanche après-midi Saint-valery-en-caux Saint-dizier;Saint-dizier;Saint-valery-en-caux;dimanche après-midi
Quel trajet pour Morières-lès-avignon Druye;Druye;Morières-lès-avignon;
Je prends le train Port-vendres Messein dimanche;Messein;Port-vendres;dimanche
Je prends le train Carignan Orthez;Orthez;Carignan;
Brandérion samedi depuis Retiers;Brandérion;Retiers;samedi
je partirais de Baillargues pour aller à Ancenis;Ancenis;Baillargues;
La ligne Saint-cyr-en-val Gerzat;Gerzat;Saint-cyr-en-val;
Ma destination et ma provenance sont La chapelle-sur-loire et Sceaux;La chapelle-sur-loire;Sceaux;
de Le bousquet-d'orb à Tulle;Tulle;Le bousquet-d'orb;
Guide moi de Gestel vers Mirecourt;Mirecourt;Gestel;
Je veux aller de Saint-michel-sur-meurthe à Louroux-de-bouble;Louroux-de-bouble;Saint-michel-sur-meurthe;
demain soir, je vais à Retiers depuis Entraigues-sur-la-sorgue;Retiers;Entraigues-sur-la-sorgue;demain soir
Trouve le chemin pour Chatillon depuis Saint-usage.;Chatillon;Saint-usage;
train Wingen-sur-moder Roeschwoog;Roeschwoog;Wingen-sur-moder;
Je cherche le train le plus rapide pour faire Bellegarde-sur-valserine Aurec-sur-loire;Aurec-sur-loire;Bellegarde-sur-valserine;
Ma provenance et ma destination sont Audes et Chalons-en-champagne;Chalons-en-champagne;Audes;
Je partirais de Perigueux pour aller à Lestrem;Lestrem;Perigueux;
mardi soir je partirais de Illzach pour aller à Montrabé;Montrabé;Illzach;mardi soir
Je souhaiterai avoir des informations sur le train Saint-omer Yvetot;Yvetot;Saint-omer;
Je cherche un trajet de Pougues-les-eaux à Tulle;Tulle;Pougues-les-eaux;
Quel trajet pour Luce Bretigny-sur-orge;Bretigny-sur-orge;Luce;
Je veux aller à Pougny depuis Chessy;Pougny;Chessy;
ils veulent aller de Saint-priest-de-gimel jusqu'à La chartre-sur-le-loir;La chartre-sur-le-loir;Saint-priest-de-gimel;
Guide moi de Arc-lès-gray vers Beuzeville;Beuzeville;Arc-lès-gray;
Étain Levallois-perret;Levallois-perret;Étain;
Langon Chartrettes dimanche matin;Chartrettes;Langon;dimanche matin
La ligne Bords Saint-pol-sur-ternoise;Saint-pol-sur-ternoise;Bords;
Je prends le train Puteaux Airvault;Airvault;Puteaux;
dans un instant Fontaine-le-port Laveissière;Laveissière;Fontaine-le-port;dans un instant
Je souhaiterai avoir des informations sur le train Enveitg Bitche;Bitche;Enveitg;
Je partirais de Imphy pour aller à Vienne;Vienne;Imphy;
Le train Bueil Bresles;Bresles;Bueil;
dans un instant je partirais de Givry pour aller à Loudun;Loudun;Givry;dans un instant
Itinéraire Raon-l'étape Kilstett;Kilstett;Raon-l'étape;
train Heilles Langogne;Langogne;Heilles;
Guide moi de Dettwiller vers Valenton;Valenton;Dettwiller;
Je cherche le train le plus rapide pour faire La charité-sur-loire Brée;Brée;La charité-sur-loire;
Indique moi le chemin pour Brebières depuis Athies-sous-laon;Brebières;Athies-sous-laon;
j'aimerais partir de Morteaux-couliboeuf pour me rendre à Massiac;Massiac;Morteaux-couliboeuf;
La ligne Grasse Billy-montigny;Billy-montigny;Grasse;
Je souhaiterai avoir des informations sur le train Gerzat Chantonnay qui part mercredi matin;Chantonnay;Gerzat;mercredi matin
train Pleine-fougères Sotteville-les-rouen;Sotteville-les-rouen;Pleine-fougères;
je veux partir de Miramas pour Orthez;Orthez;Miramas;
dans une heure, je voudrais aller de Bailleau-le-pin à Blangy-sur-bresle;Blangy-sur-bresle;Bailleau-le-pin;dans une heure
Ma destination et ma provenance sont Thouaré-sur-loire et Lubersac;Thouaré-sur-loire;Lubersac;
Je suis actuellement à Salomé et j'aimerais partir à Parempuyre;Parempuyre;Salomé;
Quel est l'itinéraire entre Celon et Laval-de-cère;Laval-de-cère;Celon;
Indique moi le chemin pour Villard-bonnot depuis Montsoult;Villard-bonnot;Montsoult;
Je me rends à Wintzenheim en partant de Marly-le-roi;Wintzenheim;Marly-le-roi;
trajet Concarneau Thiaville-sur-meurthe;Thiaville-sur-meurthe;Concarneau;
je veux partir de Vaucresson pour Le douhet;Le douhet;Vaucresson;
trajet Gap Chanteloup-les-vignes;Chanteloup-les-vignes;Gap;
je veux partir de Clerval pour Assat;Assat;Clerval;
J'aimerais me rendre sur Revin en partant de Dompierre-sur-mer;Revin;Dompierre-sur-mer;
Depuis Raedersheim à Picquigny;Picquigny;Raedersheim;
Je suis actuellement à Saint-leu-d'esserent et j’aimerais partir à Foucart;Foucart;Saint-leu-d'esserent;
train Les cabannes Dreux;Dreux;Les cabannes;
dans une demi-heure, je voudrais aller de Mauzens-et-miremont à Pont-audemer;Pont-audemer;Mauzens-et-miremont;dans une demi-heure
train Siorac-en-périgord Preignac;Preignac;Siorac-en-périgord;
Le train Saint-brice-sur-vienne Montbizot;Montbizot;Saint-brice-sur-vienne;
Comment aller de Sainte-gauburge-sainte-colombe à Baziège;Baziège;Sainte-gauburge-sainte-colombe;
trajet Eaubonne Fontenay-le-comte;Fontenay-le-comte;Eaubonne;
lundi, je voudrais aller de Serquigny à Château-chinon(campagne);Château-chinon(campagne);Serquigny;lundi
Je voudrais aller de Espira-de-l'agly à Écouché;Écouché;Espira-de-l'agly;
La ligne Villeneuve-la-guyard Saint-pierre-quiberon;Saint-pierre-quiberon;Villeneuve-la-guyard;
Je veux aller de Chézy-sur-marne à Dammarie-les-lys dimanche;Dammarie-les-lys;Chézy-sur-marne;dimanche
Je pars de Chamalieres pour aller à Saint-masmes;Saint-masmes;Chamalieres;
Je veux trouver un trajet de Loriol-sur-drôme à Ingrandes;Ingrandes;Loriol-sur-drôme;
Depuis Longué-jumelles à Monistrol-d'allier;Monistrol-d'allier;Longué-jumelles;
Je pars de Le teil pour aller à Salaise-sur-sanne;Salaise-sur-sanne;Le teil;
train Hargicourt Thann;Thann;Hargicourt;
Le train Montbré Connantre;Connantre;Montbré;
Quel est l'itinéraire entre Bords et Castillon-la-bataille;Castillon-la-bataille;Bords;
Quel trajet pour Bresles Metzeral;Metzeral;Bresles;
itinéraire Milhaud Mantes-la-jolie;Mantes-la-jolie;Milhaud;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Voivres-lès-le-mans et gare de Chateau-gontier;Chateau-gontier;Voivres-lès-le-mans;
Je suis à Tourville-la-rivière et je veux aller à Montereau-fault-yonne;Montereau-fault-yonne;Tourville-la-rivière;
Mervans depuis Ribécourt-dreslincourt;Mervans;Ribécourt-dreslincourt;
Depuis Brionne à Fontenay-le-comte;Fontenay-le-comte;Brionne;
Je pars de Trelaze pour aller à Valençay dans trois heures;Valençay;Trelaze;dans trois heures
Je partirais de Tassin-la-demi-lune pour aller à Avesnelles;Avesnelles;Tassin-la-demi-lune;
